bldg_id,County,ASHRAE IECC Climate Zone 2004,Occupants,Vintage,Bedrooms,Floor Area SqFt,Geometry Stories,Geometry Garage,Windows,Window Areas,Infiltration,Lighting,Insulation Foundation Wall,Insulation Wall,Insulation Ceiling,Insulation Roof,Insulation Floor,Insulation Rim Joist,HVAC Heating Fuel,HVAC Heating Efficiency,HVAC Cooling Efficiency,Usage Level,Roof Material,Cooling Setpoint,Heating Setpoint,Dishwasher,Cooking Range,Plug Loads,Clothes Dryer,Clothes Washer,Refrigerator,Water Heater Efficiency,Hot Water Fixtures
397483,G0600290,3B,3,1980s,2,881,1,1 Car,"Double, Clear, Metal, Air",F15 B15 L15 R15,20 ACH50,100% LED,None,"Wood Stud, R-11",R-19,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 15",Low,"Asphalt Shingles, Medium",68F,65F,None,Electric Resistance,94%,Gas,EnergyStar,EF 17.6,Natural Gas Standard,50% Usage
186533,G0600290,3B,4,2000s,4,2678,2,3 Car,"Double, Low-E, Non-metal, Air, M-Gain",F9 B9 L9 R9,6 ACH50,100% LED,None,"Wood Stud, R-19",R-38,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 10",High,"Tile, Clay or Ceramic",75F,70F,290 Rated kWh,Gas,94%,Gas,EnergyStar,EF 19.9,Natural Gas Standard,200% Usage
506861,G0600290,3B,4,1990s,5,2678,2,2 Car,"Single, Clear, Metal",F9 B9 L9 R9,5 ACH50,100% Incandescent,Uninsulated,"Wood Stud, R-11",R-30,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Electricity,"Electric Baseboard, 100% Efficiency","Room AC, EER 12.0",Medium,Composition Shingles,72F,70F,318 Rated kWh,Gas,94%,Electric,Standard,EF 19.9,Natural Gas Standard,100% Usage
546655,G0600250,2B,2,1960s,3,1698,1,2 Car,"Double, Clear, Metal, Air",F18 B18 L18 R18,6 ACH50,100% CFL,None,"Wood Stud, Uninsulated",None,"Finished, R-30",None,None,Electricity,"ASHP, SEER 15, 8.5 HSPF",Ducted Heat Pump,Low,Composition Shingles,80F,68F,318 Rated kWh,Gas,94%,Electric,EnergyStar,EF 17.6,Natural Gas Premium,50% Usage
524220,G0600250,2B,3,2010s,3,2179,2,2 Car,"Double, Clear, Metal, Air",F12 B12 L12 R12,8 ACH50,100% CFL,None,"Wood Stud, R-19",None,"Finished, R-30",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 15",Medium,Composition Shingles,80F,72F,290 Rated kWh,Gas,94%,Gas,Standard,EF 19.9,Natural Gas Standard,100% Usage
263194,G0600250,2B,1,<1940,2,1698,2,1 Car,"Double, Clear, Metal, Air",F30 B30 L30 R30,7 ACH50,100% Incandescent,None,"Wood Stud, Uninsulated",None,"Finished, R-30",None,None,Electricity,"Electric Baseboard, 100% Efficiency",None,Low,Wood Shingles,80F,80F,290 Rated kWh,Gas,94%,Gas,Standard,EF 19.9,Natural Gas Standard,50% Usage
175768,G0600250,2B,1,2000s,3,1698,2,2 Car,"Double, Clear, Metal, Air",F18 B18 L18 R18,5 ACH50,100% Incandescent,None,"Wood Stud, R-19",R-30,"Unfinished, Uninsulated",None,None,Electricity,"MSHP, SEER 14.5, 8.2 HSPF",Non-Ducted Heat Pump,Medium,Composition Shingles,70F,76F,290 Rated kWh,Gas,94%,Gas,EnergyStar,EF 17.6,Electric Standard,100% Usage
424518,G0600250,2B,5,1960s,5,1698,1,2 Car,"Single, Clear, Metal",F9 B9 L9 R9,20 ACH50,100% LED,None,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",None,None,Electricity,"MSHP, SEER 14.5, 8.2 HSPF",Non-Ducted Heat Pump,Medium,Composition Shingles,80F,75F,None,Gas,94%,Electric,EnergyStar,EF 15.9,Natural Gas Premium,100% Usage
333098,G0600250,2B,5,1980s,3,1698,2,2 Car,"Single, Clear, Non-metal",F18 B18 L18 R18,10 ACH50,100% Incandescent,None,"Wood Stud, R-7",None,"Finished, R-38",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Low,"Tile, Concrete",75F,70F,318 Rated kWh,Gas,94%,Gas,EnergyStar,EF 19.9,Natural Gas Premium,50% Usage
178175,G0600330,4B,2,2000s,2,1698,1,2 Car,"Double, Clear, Metal, Air",F12 B12 L12 R12,5 ACH50,100% CFL,None,"Wood Stud, R-19",R-38,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Low,"Tile, Clay or Ceramic",68F,75F,318 Rated kWh,Gas,94%,Gas,Standard,EF 15.9,Natural Gas Tankless,50% Usage
207062,G0600330,4B,6,1950s,3,881,1,1 Car,"Double, Clear, Metal, Air",F9 B9 L9 R9,20 ACH50,100% Incandescent,None,"Wood Stud, Uninsulated",R-7,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Wall/Floor Furnace, 60% AFUE",None,High,Composition Shingles,70F,68F,None,Gas,94%,Electric,Standard,EF 15.9,Natural Gas Tankless,200% Usage
9094,G0600330,4B,5,1970s,3,1228,3,None,"Single, Clear, Metal",F9 B9 L9 R9,20 ACH50,100% LED,None,"Wood Stud, Uninsulated",None,"Finished, R-13",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",High,"Asphalt Shingles, Medium",75F,70F,None,Gas,94%,Electric,EnergyStar,EF 17.6,Electric Standard,200% Usage
423793,G0600330,4B,4,1950s,3,1228,1,1 Car,"Double, Clear, Metal, Air",F15 B15 L15 R15,15 ACH50,100% Incandescent,None,"Wood Stud, Uninsulated",None,"Finished, R-13",None,None,Electricity,"Electric Wall Furnace, 100% AFUE","Room AC, EER 10.7",Medium,Composition Shingles,60F,70F,None,Gas,94%,Gas,EnergyStar,EF 19.9,Natural Gas Standard,100% Usage
386463,G0600330,4B,6,1970s,3,1228,1,None,"Single, Clear, Metal",F18 B18 L18 R18,20 ACH50,100% LED,None,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 15",Low,Composition Shingles,70F,72F,318 Rated kWh,Gas,94%,Electric,Standard,EF 17.6,Natural Gas Standard,50% Usage
326710,G0600330,4B,1,1940s,3,1228,1,None,"Single, Clear, Non-metal",F9 B9 L9 R9,8 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-7",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 10",Low,Wood Shingles,70F,72F,290 Rated kWh,Gas,94%,Gas,Standard,EF 17.6,Natural Gas Standard,50% Usage
